id,Country,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11
10,"US | Florida",1323315,1323315,1354833,1365436,1376692,1392123,1409906,1429722,1449252,1464697,1477010,1488586,1503482,1517472,1531192,1548067,1560186,1571279,1579281,1589097,1601011,1613884,1627603,1639914,1649449,1658169,1667763,1676171,1687594,1698570,1713589,1721377,1727107,1737640,1744619,1752330,1763873,1771359,1777983,1783720,1790743,1798280,1806805,1814422,1821937,1827373,1830988,1837285,1844627,1849744,1856427,1863707,1868772,1872923,1878533,1885661,1892301,1898223,1903682,1909221,1910921,1918100,1924114,1930232,1936207,1940897,1944995,1948307,1952733,1957586,1962651,1967865,1973109,1976808,1979634,1984425,1989024,1994117,1999257,2004362,2008349,2011211,2016513,2021656,2027429,2033179,2039062,2044005,2047379,2052441,2057735,2064525,2071015,2077032,2081826,2085306,2090862,2096747,2104686,2111807,2118713,2124233,2125846,2134914,2141686,2148448,2155744,2162067,2168901,2173138,2178783,2184354,2191038,2196502,2203913,2208584,2212097,2217368,2222546,2228212,2233518,2238937,2242778,2245853,2249535,2253929,2258433,2262598,2266575,2269806,2272102,2275365,2278549,2282613,2286203,2289522,2292004,2293980,2296785,2299596,2302489,2304860,2308266,2310335,2311941,2313815,2316142,2318480,2320818,2320818,2320818,2320818,2326755,2327989,2329867,2329867,2332867,2332867,2332867,2332867,2332867,2332867,2344321,2344321,2344321,2344321,2344321,2344321,2344321,2354416,2354416,2354416,2354416,2354416,2354416,2354416,2365464,2365464,2365464,2365464,2365464,2365464,2365464,2381148,2381148,2381148,2381148,2381148,2381148,2381148,2404895,2404895,2404895,2404895,2404895,2404895,2404895,2450344,2450344,2450344,2450344,2450344,2450344,2450344,2523510,2523510,2523510,2523510,2523510,2523510,2523510,2634234,2634234,2634234,2634234,2634234,2634234,2634234,2768985,2768985,2768985,2768985,2782060,2806813,2827469,2920749,2920749,2920749,2933429,2955098,2978433,2994019,3071489,3071489,3071489,3082733,3103941,3130144,3151909,3223249,3223249,3223249,3231846,3250454,3269502,3291225,3352451,3352451,3352451,3352451,3364998,3378772,3391158,3452700,3452700,3452700,3452700,3453390,3464113,3473873,3528698,3528698,3528698,3528698,3528698,3527250,3531465,3582807,3582807,3582807,3582807,3582807,3582807,3582807,3620106,3620106,3620106,3620106,3620106,3620106,3620106,3645290,3645290,3645290
11,"US | New York",978783,995816,1011665,1023897,1035139,1048281,1064297,1081885,1101445,1119284,1135592,1149771,1164562,1179266,1193453,1212922,1228867,1242561,1255971,1268692,1279811,1293719,1309403,1323312,1335695,1347667,1358707,1369072,1382855,1395806,1408698,1419907,1428839,1436788,1443942,1450912,1458809,1470301,1480224,1489196,1497475,1504059,1514070,1522785,1531540,1539870,1546408,1553117,1559042,1568624,1577197,1585435,1591672,1597969,1604892,1611031,1619924,1627998,1636040,1643867,1650303,1656684,1663248,1670716,1678867,1686993,1694651,1700091,1706924,1713030,1720199,1724425,1734676,1741363,1748482,1755193,1761775,1767290,1772367,1779034,1782769,1785565,1788874,1816518,1825069,1833128,1841822,1850732,1859474,1865349,1873138,1882308,1890346,1898101,1905737,1912396,1918437,1925080,1933807,1942469,1949964,1956594,1962225,1967248,1973308,1980337,1986681,1993271,1998912,2003938,2008514,2012806,2018044,2022891,2027029,2031093,2034102,2037414,2040448,2044345,2048150,2052022,2054848,2057276,2059485,2061887,2064530,2066989,2070053,2072426,2074079,2075539,2077563,2079749,2081823,2083623,2085477,2086836,2088361,2089698,2091342,2092916,2094245,2095319,2096280,2097200,2098098,2099246,2100183,2101055,2101875,2102404,2102869,2103269,2103768,2104539,2105375,2105882,2106399,2106852,2107289,2107831,2108510,2108950,2109313,2109677,2110004,2110310,2110756,2111162,2111556,2111845,2112129,2112388,2112649,2113046,2113398,2113742,2114123,2114434,2114686,2114986,2115377,2115880,2116166,2116516,2116888,2117186,2117549,2118216,2118960,2119692,2120486,2121119,2121761,2122502,2123452,2124168,2125535,2126680,2127592,2128710,2129897,2131535,2133264,2135161,2136032,2138643,2140258,2142132,2144741,2147318,2150390,2152964,2155356,2158388,2161314,2164850,2168589,2173080,2176658,2178724,2180696,2187349,2192224,2196866,2201468,2205869,2209767,2213176,2217969,2223052,2227140,2233083,2237639,2241468,2244898,2248791,2254155,2260536,2262893,2269038,2274680,2278590,2282836,2288001,2293966,2297642,2303739,2307414,2310662,2313361,2319680,2325332,2331615,2335720,2340950,2345068,2349898,2356680,2362682,2366441,2373659,2377102,2382450,2387008,2392060,2398152,2402248,2408593,2411626,2416683,2421755,2426683,2432444,2436048,2439639,2445371,2449261,2455444,2460966,2466780,2470550,2472757
12,"US | Rhode Island",87949,87949,87949,87949,92708,93852,95463,96591,97614,97614,97614,100607,101393,102485,103386,104443,104443,104443,104443,107066,107876,108786,109735,109735,109735,111754,112396,113009,113754,114438,114438,114438,115956,116191,116704,117291,117891,117891,117891,119104,119434,119893,120381,120821,120821,120821,121787,122072,122440,122859,123145,123145,123145,123980,124262,124718,125185,125622,125622,125622,126588,126849,127285,127727,128121,128121,128121,128981,129277,129595,130120,130502,130502,130502,131487,131750,132184,132616,133039,133039,133039,134039,134336,134807,135290,135775,135775,135775,136419,136765,137329,137848,138255,138255,138255,139173,139549,140025,140534,141097,141097,141097,141097,142774,143251,143740,144149,144149,144149,144966,145358,145647,146028,146324,146324,146324,146960,147220,147601,147897,148186,148186,148186,148669,148929,149197,149384,149577,149577,149577,149948,150097,150252,150231,150385,150385,150385,150648,150737,150737,150948,151258,151258,151258,151440,151502,151580,151691,151743,151743,151743,151743,151844,151895,151936,151992,151992,151992,152074,152106,152153,152187,152213,152213,152213,152273,152306,152333,152359,152383,152383,152383,152429,152443,152481,152501,152514,152514,152514,152567,152589,152613,152618,152643,152643,152643,152643,152698,152738,152748,152729,152729,152729,152819,152842,152873,152927,152971,152971,152971,153103,153168,153269,153355,153447,153447,153447,153697,153802,153954,154153,154339,154339,154339,154790,154985,155287,155527,155825,155825,155825,155825,156539,156824,157188,157589,157589,157589,158283,158614,159019,159355,159710,159710,159710,160329,160565,160948,161303,161701,161701,161701,162325,162617,162969,163388,163742,163742,163742,163742,164648,164725,165454,165849,165849,165849,166811,167245,167653,167975,168449,168449,168449,169350,169686,168426,170293,170700,170700,170700,171451,171751,172064,172361,172719,172719,172719,173357,173603,173937,174171,174570,174570,174570
13,"US | Georgia",666452,677589,685122,690900,696063,706154,713840,723630,736926,748852,757045,764499,773692,782288,791324,801130,809663,815995,820952,828581,836649,844799,853173,862158,866911,870828,879221,885605,892957,899515,905858,909445,912479,917440,922364,928070,932912,937402,940991,943695,947416,950906,955085,958985,962808,964737,966807,969702,973247,976732,980411,983747,985505,987041,990821,994061,997388,1000822,1004187,1006521,1008660,1011807,1014542,1017428,1019509,1021778,1023487,1024931,1026692,1028432,1030146,1031713,1032967,1033786,1034763,1036506,1038550,1040817,1042417,1044134,1045694,1046382,1048173,1049397,1051361,1053020,1054430,1055256,1056421,1057741,1059548,1060973,1062555,1063680,1064554,1065197,1066671,1068199,1069689,1071130,1072700,1073792,1074731,1076644,1078379,1079979,1081629,1083300,1084272,1085161,1086473,1087791,1089497,1091339,1092852,1093768,1094580,1095879,1097279,1098723,1100187,1101487,1102789,1103659,1104837,1105855,1107068,1108317,1109330,1109958,1110418,1111376,1112297,1113411,1114329,1115072,1115601,1116008,1116775,1117475,1118308,1119012,1119614,1119979,1120272,1120923,1121472,1122166,1122711,1123343,1123604,1123841,1124080,1124571,1125017,1125512,1125854,1126134,1126397,1126789,1127200,1127658,1128092,1128467,1128690,1128870,1129177,1129675,1130083,1130468,1130845,1131048,1131232,1131583,1131972,1132329,1132661,1133063,1133291,1133481,1133983,1134573,1135093,1135526,1135526,1135526,1135526,1136893,1137560,1138492,1139396,1139396,1139396,1141159,1142268,1143528,1144890,1145976,1145976,1145976,1149266,1150835,1153064,1155208,1157705,1157705,1157705,1163818,1167405,1171233,1175845,1179449,1179449,1179449,1185594,1194768,1199628,1205434,1211439,1211439,1211439,1224480,1231425,1238383,1245399,1252615,1252615,1252615,1272014,1279653,1287667,1297503,1307084,1307084,1307084,1328156,1337342,1348019,1358842,1369926,1369926,1369926,1393061,1403582,1413284,1421696,1433714,1433714,1433714,1433714,1459658,1468410,1475996,1484274,1484274,1484274,1500176,1507503,1513670,1519522,1525114,1525114,1525114,1536467,1543960,1548683,1553236,1557536,1557536,1557536,1565540,1569405,1573840,1578716,1582063,1582063,1582063,1589857,1592731,1593640,1599393,1602667,1602667,1602667
14,"US | New Hampshire",44882,45932,46614,47376,47870,48662,49584,50337,51289,52371,52980,53913,54516,55378,55957,56966,57605,58229,58709,59228,59891,60588,61206,61995,62492,62890,63367,63886,64591,65134,65655,65949,66289,66656,67041,67492,67919,68260,68597,68897,69126,69519,69929,70322,70756,71044,71302,71561,71938,72399,72767,73161,73413,73665,73923,74258,74568,74893,75166,75424,75588,75803,75990,76178,76422,76695,76861,77060,77252,77463,77764,78074,78319,78615,78813,79070,79367,79702,79996,80316,80543,80750,81132,81521,82039,82374,82745,83027,83340,83714,84176,84539,85010,85448,85846,86125,86521,86935,87441,87978,88446,88854,89229,89605,89983,90525,90910,91279,91586,91783,92053,92395,92911,93231,93542,93821,93821,94203,94405,94676,94886,95163,95377,95506,95714,95881,96134,96337,96501,96624,96801,96933,97093,97304,97430,97563,97676,97774,97904,97978,98091,98168,98244,98303,98349,98428,98470,98613,98650,98699,98726,98726,98767,98791,98840,98877,98877,98877,98941,98944,98996,99040,99068,99068,99068,99143,99178,99196,99225,99254,99254,99254,99329,99348,99366,99392,99403,99403,99403,99455,99481,99504,99527,99555,99555,99555,99555,99626,99652,99685,99708,99708,99708,99770,99800,99840,99875,99907,99907,99907,99966,100025,100072,100106,100152,100152,100152,100286,100398,100465,100554,100657,100657,100657,100986,101155,101277,101505,101662,101662,101662,102117,102205,102353,102659,102901,102901,102901,103462,103733,103989,104263,104571,104571,104571,105302,105589,105883,106205,106525,106525,106525,107474,107689,108021,108319,108713,108713,108713,108713,109716,110256,110779,111111,111111,111111,112326,112747,113291,113903,114322,114322,114322,115401,115612,115957,116710,117454,117454,117454,117454,119068,119720,120268,120763,120763,120763,122054,122450,122934,123562,124208,124208,124208
15,"US | North Carolina",539545,539545,558437,564924,570111,575396,582348,592746,602774,614355,623188,629124,635975,641073,650926,659840,667826,674637,674637,684497,690912,698099,705535,712716,718812,723445,727423,733010,739500,746459,752627,757526,761302,764228,776307,781802,787349,791521,796195,799279,802065,805898,810466,814594,818724,821894,824352,826340,829507,833423,836650,840096,842637,844770,846284,849630,852981,855905,858548,858548,862170,863409,865554,868056,870149,872176,872176,874906,875903,877764,879825,881823,882715,882715,886218,887311,889310,891314,893229,895263,895263,898102,899164,901262,903374,905528,905528,905528,910833,912203,914132,916159,916159,916159,916159,922560,923430,924810,926897,929406,929406,929406,935061,936425,938784,941218,943693,943693,943693,949366,950566,952529,954765,956932,956932,956932,962623,963771,965536,967521,969752,969752,969752,974319,975300,976768,978566,980498,980498,980498,984251,984950,986443,987837,989338,989338,989338,991956,992578,993547,994734,995754,995754,995754,998176,998701,999567,1000416,1001154,1001154,1001154,1001154,1003243,1003508,1003989,1004669,1004669,1004669,1005966,1006265,1006809,1007273,1007698,1007698,1007698,1008926,1009198,1009531,1009893,1010113,1010113,1010113,1010889,1011100,1011561,1011955,1012343,1012343,1012343,1013207,1013481,1013689,1013985,1014359,1014359,1014359,1014359,1015847,1016262,1016892,1017435,1017435,1017435,1019298,1019838,1020833,1021853,1022876,1022876,1022876,1025826,1026697,1028131,1029931,1031929,1031929,1031929,1037373,1038976,1041609,1044877,1048076,1048076,1048076,1056699,1058887,1062300,1066631,1071137,1071137,1071137,1086938,1089923,1094886,1100786,1107414,1107414,1107414,1122412,1125987,1131243,1138263,1144894,1144894,1144894,1161818,1166441,1172571,1181191,1189296,1189296,1189296,1208303,1213654,1220902,1228803,1237393,1237393,1237393,1237393,1262581,1267333,1273623,1279500,1279500,1279500,1303390,1308150,1315427,1322587,1330492,1330492,1330492,1346316,1350697,1356985,1362938,1368743,1368743,1368743,1382231,1385700,1390489,1395254,1400217,1400217,1400217,1410902,1413586,1417203,1420984,1425062,1425062,1425062
16,"US | New Jersey",529027,535043,541202,545450,547247,554400,560057,566761,572692,579250,584828,590162,594749,602629,609721,616032,622089,627221,631074,635702,641140,646189,650389,657536,662808,666951,671781,676537,681283,687269,692543,696829,700346,703496,705807,709096,713324,717835,722167,724728,728304,732674,736330,740062,743819,745987,747432,751065,755174,758451,761498,764375,766405,769109,772267,775386,778963,782833,786967,789356,792496,795785,799476,802669,806370,810090,812609,814916,819042,822817,826632,830681,834547,837861,840685,844398,848727,853188,857739,862648,865886,869037,873840,877936,881882,887481,892143,896652,900273,905144,908816,914422,918951,923396,927195,930026,933736,937979,942311,946504,950103,953490,955958,959921,963484,967442,971782,975704,978853,981036,983875,987350,990580,993414,996197,997891,988886,991010,993123,995365,997223,998812,1000010,1000993,1001997,1004525,1005938,1007776,1007555,1007894,1008046,1008607,1009093,1009521,1009844,1010490,1010759,1011106,1011752,1012196,1012757,1013409,1013787,1014088,1014190,1014579,1014974,1015368,1015634,1015889,1016135,1016332,1016490,1016763,1017044,1017118,1017695,1017904,1018112,1018307,1018491,1018833,1019107,1019107,1019563,1019794,1020043,1020326,1020564,1020830,1021038,1021182,1021308,1021554,1021822,1022094,1022443,1022680,1022830,1022977,1023200,1023395,1023613,1023923,1024113,1024225,1024311,1024465,1024748,1025079,1025477,1025788,1026071,1026286,1026649,1027014,1027460,1027954,1028503,1028931,1029243,1029901,1030600,1031346,1032255,1033116,1033712,1034233,1035027,1035975,1037052,1038171,1039353,1040281,1041159,1042472,1043702,1045168,1046514,1048053,1049222,1050083,1051712,1053398,1055252,1057096,1059660,1060934,1062238,1064059,1065736,1067758,1070698,1072856,1074306,1075930,1077787,1079900,1081954,1084546,1086480,1088330,1089838,1091966,1094249,1096791,1098526,1100774,1102488,1104439,1104793,1108291,1110501,1113165,1115659,1117506,1119051,1121089,1123364,1126322,1128696,1131319,1133228,1134851,1137016,1139367,1141619,1143855,1146089,1147199,1148358,1150246,1152243,1154570,1156243,1158178,1159632,1160878,1162526,1164378,1166443,1168312,1170140,1171573
17,"US | Colorado",334097,337161,339172,341250,343435,346893,349450,352923,356110,358947,361148,362825,364336,366774,369177,371458,373483,374981,376171,377856,379227,381210,383008,384966,386285,387500,388620,390296,391737,393459,395019,396185,397101,398037,399267,400851,402754,404256,405330,406276,407210,407961,409683,411774,412983,413836,414369,415037,416174,417415,418695,419812,420614,421294,422390,423558,424677,426198,427462,428303,429839,430615,431670,433021,434654,435762,436612,437187,438025,439265,440220,441511,442753,443968,444390,444712,445338,446580,448362,449828,450630,450934,452304,453520,454893,456302,457597,458554,459361,460318,462081,463685,465330,466901,468121,468988,470254,472168,474053,475989,477443,478678,479590,481494,483820,485318,487578,489028,490289,491066,493029,494521,496882,498758,500675,502242,503254,505268,506405,509194,510966,512804,513765,514721,516240,517851,519414,520816,522382,523309,524190,525474,526687,528533,530098,531070,531700,532389,533119,534364,535316,536128,536969,537401,537858,539261,540092,540924,541726,542405,542889,543174,543581,544157,545002,545769,546500,546874,547191,547791,548488,549084,550014,550618,551091,551328,551719,552183,552726,553200,553596,553868,554090,554473,554977,555569,555971,556542,556775,557004,557347,557791,558321,558820,559272,559534,559704,559921,560419,560860,561912,562401,562763,563086,563642,564164,564686,565294,565829,566289,566670,567215,567838,568597,569289,569289,569289,571087,571958,572854,573907,575082,575082,575082,577285,578276,579366,580610,581692,581692,581692,584462,585352,586562,588230,589526,589526,589526,592372,593562,595585,597281,598940,598940,598940,603266,604516,606236,608047,610127,610127,610127,613730,615878,618072,620268,622344,622344,622344,627415,629259,630799,632699,634888,634888,634888,640380,642360,644419,646605,648642,648642,648642,653465,655244,656850,658906,660884,660884,660884,665469,667366,668958,671363,673517,673517,673517,678655,680930,682773,685554,688465,688465,688465
18,"US | Maryland",276662,280219,283171,285319,287802,289758,292904,295874,299606,303364,306674,309686,312351,314867,317815,320739,324031,326445,328214,330186,332353,334519,336915,339307,341452,343138,344620,346559,348749,350629,352726,354473,355636,356541,357483,359037,360584,362084,363650,364553,365529,366666,367865,368977,370136,370983,371705,372221,372980,373966,374974,375737,376355,376966,377628,378490,379466,380436,381272,382099,382702,383170,383956,384765,385678,386610,387319,388035,388666,389566,390490,391480,392581,393441,394058,394716,395633,396746,397898,399016,400023,400705,401427,402600,403982,405343,406709,408044,409075,409978,411344,412928,414385,415660,417329,418188,419055,420526,421823,423663,425247,426730,427715,428799,430351,431795,433359,434859,436028,436659,437584,438789,439992,441155,442351,443257,443814,444491,445493,446459,447401,448340,448989,449509,450010,450689,451267,452035,452691,453125,453401,453800,454271,454745,455257,455635,456004,456216,456428,456765,457084,457527,458048,458292,458520,458680,458878,459095,459343,459528,459777,459894,459995,460060,460194,460339,460471,460575,460659,460737,460863,460984,461097,461183,461265,461325,461392,461470,461549,461635,461697,461739,461779,461828,461887,461953,462017,462078,462144,462181,462217,462279,462354,462439,462535,462596,462634,462681,462736,462835,462980,463107,463186,463265,463383,463487,463665,463848,464031,464197,464336,464491,464735,465038,465326,465643,465949,466205,466514,466930,467435,467961,468548,469095,469542,469910,470605,471334,472224,473116,473969,474555,475184,476070,477117,478067,479083,479952,480718,481569,482581,483641,484847,485978,486968,487893,488740,489930,491174,492547,493915,494982,495924,497002,498376,499648,501035,502229,503034,504061,504856,505557,506464,508017,509393,510543,511646,512740,513929,515259,516784,518061,519097,520236,521210,522355,523760,525123,526690,527804,528764,529736,530861,532340,533870,535157,536249,537327,537976,539053,540451,541627,542886,544219
19,"US | Nevada",224731,227046,228871,231614,233032,235455,237393,240796,243661,246309,248569,250249,252842,253985,256172,258050,260090,261573,262794,263972,265143,266343,268212,269713,270907,271897,272853,273873,274951,276279,277349,278308,279146,279957,280707,281596,282493,283391,284042,284590,285136,285795,286387,287023,287836,288348,288739,289029,289392,289880,290300,290671,290972,291145,291543,292059,292630,293029,293488,293754,293980,294289,294684,295069,295460,295960,296190,296393,296822,297147,297765,298623,299065,299287,299471,299817,300118,300415,300680,300951,301178,301334,301481,301727,302171,302616,302918,303061,303273,303494,303762,304112,304454,304916,305176,305357,305652,305929,306315,306952,307704,308024,308343,308755,309150,309699,310235,310235,310235,310933,311314,311750,312278,312840,312840,312840,313680,314085,314475,314928,315438,315438,315438,316239,316715,317088,317482,317980,317980,317980,318780,319250,319714,320150,320539,320539,320539,321081,321368,321716,322018,322352,322352,322352,322757,323022,323249,323481,323748,323748,323748,323748,324262,324681,325031,325392,325392,325392,326019,326366,326583,326878,327140,327140,327140,327579,327831,328194,328490,328875,328875,328875,329515,329915,330362,330810,331614,331614,331614,332529,333154,333712,334255,334763,334763,334763,334763,336109,336562,337259,338072,338072,338072,339745,340600,341292,342230,343096,343096,343096,345163,346167,347098,348040,349043,349043,349043,351443,352567,353746,355091,356401,356401,356401,358932,360147,361140,362275,363574,363574,363574,366584,367709,368625,369846,371126,371126,371126,373649,374651,376080,377493,378700,378700,378700,381766,382773,384135,385272,386559,386559,386559,389358,390600,392052,393188,394595,394595,394595,394595,397788,399234,400349,401901,401901,401901,404740,406212,407258,408733,410104,410104,410104,412317,413547,414371,415424,416496,416496,416496,418477,419379,420179,421319,422329,422329,422329,424200,424326,424995,424995,426407,426407,426407
20,"US | Tennessee",586802,586802,604132,608297,612250,617649,625380,634237,640606,646450,653869,657396,660874,665499,670482,676039,680847,685321,687751,690065,694291,697783,701847,705876,708717,710427,712406,715806,717583,722491,724742,727861,729187,731360,733216,736370,739031,742213,744600,745826,747462,750409,752033,754279,756071,757418,758561,759523,760303,761360,762673,764008,765137,766089,767315,768946,770940,772513,773887,775004,775693,776337,777935,779449,780894,782206,783484,783904,785242,786597,788109,789652,789652,789652,792795,794137,795963,796624,798621,798621,798621,801645,803104,804492,806011,806792,806792,806792,809692,810529,811842,813614,813614,813614,813614,817022,818008,819505,820965,822085,822085,822085,824914,826371,827579,829114,830484,830484,830484,835842,836563,837833,839841,841049,841049,841049,843059,844246,845380,846472,847430,847430,847430,849436,849978,850885,852072,852841,852841,852841,854360,854918,855587,856428,857055,857055,857055,858355,858804,859281,859701,860084,860084,860084,860966,861313,861706,862098,862401,862401,862401,862401,863004,863328,863620,863840,863840,863840,864195,864384,864583,864945,865085,865085,865085,865085,865511,865750,865750,866027,866027,866027,866324,866419,866608,866670,866670,866738,866738,866883,866841,866964,867157,867407,867407,867407,867407,868322,868738,869191,869752,869752,869752,870971,871546,872362,872934,872945,872945,873685,875628,876543,877850,879262,880789,880789,880789,884417,886519,888745,891331,893554,893554,893554,900418,903095,906893,910185,914110,914110,914110,923520,927010,931107,936614,941261,941261,941261,954610,958169,963647,969998,977230,977230,977230,997479,1002632,1002632,1013943,1021578,1021578,1021578,1042123,1051809,1061228,1064427,1071125,1071125,1071125,1071125,1109923,1115345,1119545,1124713,1124713,1124713,1154966,1160055,1167290,1171722,1178168,1178168,1178168,1190689,1190689,1199956,1203930,1209568,1209568,1209568,1217394,1220784,1224402,1228520,1231820,1231820,1231820,1238023,1241204,1244366,1246815,1249333,1249333,1249333
21,"US | Hawaii",22007,22397,22448,22560,22602,22757,22917,23400,23704,23897,24045,24201,24261,24352,24598,24789,24969,25064,25187,25195,25278,25441,25658,25758,25925,26019,26030,26164,26263,26460,26545,26596,26692,26734,26814,26953,27101,27192,27236,27225,27254,27330,27454,27541,27584,27616,27637,27639,27679,27777,27834,27886,27968,28002,28044,28093,28124,28239,28369,28380,28381,28423,28424,28521,28650,28727,28746,28784,28827,28831,28943,29213,29180,29219,29259,29307,29397,29505,29763,29765,29830,29915,29916,29974,30095,30265,30377,30479,30579,30654,30754,30867,31129,31241,31337,31430,31489,31565,31687,31862,31975,32067,32137,32200,32271,32366,32548,32647,32758,32823,32867,32938,33035,33178,33229,33351,33418,33468,33537,33659,33851,33970,34082,34156,34234,34296,34424,34469,34667,34748,34808,34870,34917,34991,35131,35235,35359,35432,35487,35585,35665,35726,35819,35867,35901,35924,35974,36032,36076,36124,36246,36276,36332,36357,36402,36471,36535,36616,36649,36685,36731,36793,36871,36975,37011,37067,37104,37134,37170,37214,37284,37353,37367,37387,37429,37484,37532,37596,37647,37669,37702,37758,37807,37886,37933,37995,38043,38082,38121,38196,38265,38379,38481,38544,38605,38653,38819,38966,39090,39254,39386,39486,39649,39892,40125,40383,40659,40822,40984,41069,41303,41925,42410,42862,43227,43616,43962,44617,45245,45860,46503,46940,47376,47848,48397,49564,50355,51200,51739,52199,52846,53598,54443,55206,56099,56670,57235,57747,58578,59613,60551,62229,62949,63502,63957,65025,65890,66778,67509,68265,68764,69144,69573,70320,71156,71891,72352,72775,73268,73856,74437,75006,75480,75911,76191,76521,76966,77369,77777,78149,78404,78644,78874,79206,79572,79851,80128,80323,80414,80582,80886,81087,81283,81501
