,Country/Region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20
107,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,12.0,20.0,28.0,39.0,52.0,102.0,102.0,155.0,205.0,283.0,368.0,451.0,514.0,589.0,647.0,708.0,797.0,868.0,950.0,1039.0,1106.0,1160.0,1210.0,1239.0,1283.0,1312.0,1330.0,1349.0,1366.0,1386.0,1401.0,1409.0
108,Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0
109,Niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,7.0,10.0,10.0,10.0,18.0,27.0,27.0,74.0,98.0,120.0,144.0,184.0,253.0,278.0,342.0,410.0,438.0,491.0,529.0,529.0,570.0,584.0,584.0,627.0
110,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,8.0,8.0,12.0,22.0,30.0,40.0,44.0,51.0,65.0,70.0,89.0,111.0,131.0,135.0,174.0,184.0,210.0,214.0,232.0,238.0,254.0,276.0,288.0,305.0,318.0,323.0,343.0,373.0,407.0,442.0,493.0
111,North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,14.0,14.0,14.0,18.0,26.0,35.0,48.0,67.0,85.0,115.0,136.0,148.0,177.0,201.0,219.0,241.0,259.0,285.0,329.0,354.0,384.0,430.0,483.0,555.0,570.0,599.0,617.0,663.0,711.0,760.0,828.0,854.0,908.0,974.0,1081.0,1117.0
112,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,15.0,19.0,25.0,32.0,56.0,87.0,108.0,147.0,176.0,205.0,400.0,598.0,702.0,996.0,1090.0,1221.0,1333.0,1463.0,1550.0,1746.0,1914.0,2118.0,2385.0,2621.0,2863.0,3084.0,3369.0,3755.0,4015.0,4284.0,4445.0,4641.0,4863.0,5147.0,5370.0,5550.0,5687.0,5865.0,6086.0,6086.0,6211.0,6314.0,6409.0,6525.0,6603.0,6623.0,6740.0,6896.0,6937.0
113,Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,12.0,15.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,19.0,19.0,22.0,22.0,24.0,39.0,48.0,48.0,52.0,55.0,66.0,84.0,99.0,109.0,131.0,152.0,167.0,179.0,192.0,210.0,231.0,252.0,277.0,298.0,331.0,371.0,419.0,457.0,484.0,546.0,599.0,727.0,813.0,910.0,1019.0,1069.0
114,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,16.0,19.0,20.0,28.0,31.0,53.0,136.0,236.0,299.0,454.0,501.0,730.0,776.0,875.0,972.0,1063.0,1201.0,1373.0,1495.0,1597.0,1717.0,1938.0,2118.0,2421.0,2686.0,2818.0,3157.0,3766.0,4035.0,4263.0,4489.0,4695.0,5011.0,5230.0,5496.0,5837.0,6383.0,6919.0,7025.0
115,Panama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,11.0,27.0,36.0,43.0,55.0,69.0,86.0,109.0,137.0,200.0,313.0,345.0,345.0,443.0,558.0,674.0,786.0,901.0,989.0,1181.0,1181.0,1317.0,1475.0,1673.0,1801.0,1988.0,2100.0,2249.0,2528.0,2752.0,2974.0,3234.0,3400.0,3472.0,3574.0,3751.0,4016.0
116,Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0
117,Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,6.0,6.0,6.0,8.0,9.0,11.0,11.0,13.0,18.0,22.0,22.0,27.0,37.0,41.0,52.0,56.0,59.0,64.0,65.0,69.0,77.0,92.0,96.0,104.0,113.0,115.0,119.0,124.0,129.0,133.0,134.0,147.0,159.0,161.0,174.0,199.0
118,Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,11.0,11.0,15.0,28.0,38.0,43.0,86.0,117.0,145.0,234.0,234.0,318.0,363.0,395.0,416.0,480.0,580.0,635.0,671.0,852.0,950.0,1065.0,1323.0,1414.0,1595.0,1746.0,2281.0,2561.0,2954.0,4342.0,5256.0,5897.0,6848.0,7519.0,9784.0,10303.0,11475.0,12491.0,13489.0
119,Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,10.0,20.0,33.0,49.0,52.0,64.0,111.0,140.0,142.0,187.0,202.0,217.0,230.0,307.0,380.0,462.0,552.0,636.0,707.0,803.0,1075.0,1418.0,1546.0,2084.0,2311.0,2633.0,3018.0,3094.0,3246.0,3660.0,3764.0,3870.0,4076.0,4195.0,4428.0,4648.0,4932.0,5223.0,5453.0,5660.0,5878.0
120,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,11.0,16.0,22.0,31.0,49.0,68.0,103.0,119.0,177.0,238.0,251.0,355.0,425.0,536.0,634.0,749.0,901.0,1051.0,1221.0,1389.0,1638.0,1862.0,2055.0,2311.0,2554.0,2946.0,3383.0,3627.0,4102.0,4413.0,4848.0,5205.0,5575.0,5955.0,6356.0,6674.0,6934.0,7202.0,7582.0,7918.0,8379.0
121,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,8.0,13.0,20.0,30.0,30.0,41.0,59.0,59.0,112.0,169.0,245.0,331.0,448.0,448.0,785.0,1020.0,1280.0,1600.0,2060.0,2362.0,2995.0,3544.0,4268.0,5170.0,5962.0,6408.0,7443.0,8251.0,9034.0,9886.0,10524.0,11278.0,11730.0,12442.0,13141.0,13956.0,15472.0,15987.0,16585.0,16934.0,17448.0,18091.0,18841.0,19022.0
122,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,15.0,18.0,24.0,262.0,262.0,320.0,337.0,401.0,439.0,439.0,452.0,460.0,470.0,481.0,494.0,501.0,526.0,537.0,549.0,562.0,590.0,634.0,693.0,781.0,835.0,949.0,1075.0,1325.0,1604.0,1832.0,2057.0,2210.0,2376.0,2512.0,2728.0,2979.0,3231.0,3428.0,3711.0,4103.0,4663.0
123,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,9.0,9.0,15.0,15.0,25.0,45.0,49.0,89.0,123.0,131.0,158.0,184.0,260.0,277.0,308.0,367.0,433.0,576.0,794.0,906.0,1029.0,1292.0,1452.0,1815.0,2109.0,2245.0,2460.0,2738.0,3183.0,3613.0,3864.0,4057.0,4417.0,4761.0,5202.0,5467.0,5990.0,6300.0,6633.0,6879.0,7216.0,7707.0,8067.0
124,Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,13.0,13.0,17.0,17.0,20.0,20.0,28.0,45.0,59.0,63.0,90.0,114.0,147.0,199.0,253.0,306.0,367.0,438.0,495.0,658.0,840.0,1036.0,1264.0,1534.0,1836.0,2337.0,2777.0,3548.0,4149.0,4731.0,5389.0,6343.0,7497.0,8672.0,10131.0,11917.0,13584.0,15770.0,18328.0,21102.0,24490.0,27938.0,32008.0
125,Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,8.0,8.0,17.0,17.0,19.0,36.0,40.0,41.0,50.0,54.0,60.0,70.0,70.0,75.0,82.0,84.0,89.0,102.0,104.0,105.0,105.0,110.0,110.0,118.0,120.0,126.0,127.0,134.0,136.0,138.0,143.0
126,Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
127,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,7.0,7.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
128,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,16.0,21.0,21.0,23.0,36.0,36.0,51.0,62.0,69.0,80.0,80.0,101.0,109.0,109.0,119.0,119.0,144.0,144.0,175.0,187.0,187.0,208.0,208.0,223.0,224.0,224.0,230.0,236.0,236.0,245.0,245.0,259.0,266.0,266.0,279.0,279.0,333.0,344.0,356.0,356.0,356.0,371.0,372.0,426.0,435.0
129,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,11.0,15.0,20.0,21.0,45.0,86.0,103.0,103.0,118.0,171.0,171.0,274.0,344.0,392.0,511.0,562.0,767.0,900.0,1012.0,1104.0,1203.0,1299.0,1453.0,1563.0,1720.0,1885.0,2039.0,2179.0,2402.0,2605.0,2795.0,2932.0,3287.0,3651.0,4033.0,4462.0,4934.0,5369.0,5862.0,6380.0,7142.0
130,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,24.0,24.0,26.0,31.0,31.0,38.0,47.0,67.0,79.0,86.0,99.0,105.0,119.0,130.0,142.0,162.0,175.0,190.0,195.0,207.0,219.0,222.0,226.0,237.0,244.0,250.0,265.0,278.0,280.0,291.0,299.0,314.0,335.0,342.0
131,Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,12.0,19.0,35.0,46.0,48.0,55.0,65.0,83.0,103.0,135.0,171.0,222.0,249.0,303.0,384.0,384.0,457.0,659.0,741.0,785.0,900.0,1060.0,1171.0,1476.0,1624.0,1908.0,2200.0,2447.0,2666.0,2867.0,3105.0,3380.0,3630.0,4054.0,4465.0,4873.0,5318.0,5690.0
132,Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
133,Singapore,0.0,1.0,3.0,3.0,4.0,5.0,7.0,7.0,10.0,13.0,16.0,18.0,18.0,24.0,28.0,28.0,30.0,33.0,40.0,45.0,47.0,50.0,58.0,67.0,72.0,75.0,77.0,81.0,84.0,84.0,85.0,85.0,89.0,89.0,91.0,93.0,93.0,93.0,102.0,106.0,108.0,110.0,110.0,117.0,130.0,138.0,150.0,150.0,160.0,178.0,178.0,200.0,212.0,226.0,243.0,266.0,313.0,345.0,385.0,432.0,455.0,509.0,558.0,631.0,683.0,732.0,802.0,844.0,879.0,926.0,1000.0,1049.0,1114.0,1189.0,1309.0,1375.0,1481.0,1623.0,1910.0,2108.0,2299.0,2532.0,2918.0,3252.0,3699.0,4427.0,5050.0
134,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,7.0,10.0,16.0,32.0,44.0,54.0,63.0,72.0,105.0,123.0,137.0,178.0,185.0,186.0,204.0,216.0,226.0,269.0,292.0,314.0,336.0,363.0,400.0,426.0,450.0,471.0,485.0,534.0,581.0,682.0,701.0,715.0,728.0,742.0,769.0,835.0,863.0,977.0,1049.0
135,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,16.0,16.0,31.0,57.0,89.0,141.0,181.0,219.0,253.0,275.0,275.0,286.0,341.0,383.0,414.0,442.0,480.0,528.0,562.0,632.0,684.0,730.0,756.0,802.0,841.0,897.0,934.0,977.0,997.0,1021.0,1059.0,1091.0,1124.0,1160.0,1188.0,1205.0,1212.0,1220.0,1248.0,1268.0,1304.0
136,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,12.0,12.0,21.0,21.0,25.0,60.0,60.0,80.0,80.0,116.0
137,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,7.0,13.0,17.0,24.0,38.0,51.0,62.0,62.0,116.0,150.0,202.0,240.0,274.0,402.0,554.0,709.0,927.0,1170.0,1187.0,1280.0,1326.0,1353.0,1380.0,1462.0,1505.0,1585.0,1655.0,1686.0,1749.0,1845.0,1934.0,2003.0,2028.0,2173.0,2272.0,2415.0,2506.0,2605.0,2783.0
138,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,13.0,15.0,32.0,45.0,84.0,120.0,165.0,222.0,259.0,400.0,500.0,673.0,1073.0,1695.0,2277.0,2277.0,5232.0,6391.0,7798.0,9942.0,11748.0,13910.0,17963.0,20410.0,25374.0,28768.0,35136.0,39885.0,49515.0,57786.0,65719.0,73235.0,80110.0,87956.0,95923.0,104118.0,112065.0,119199.0,126168.0,131646.0,136675.0,141942.0,148220.0,153222.0,158273.0,163027.0,166831.0,170099.0,172541.0,177644.0,184948.0,190839.0
139,Sri Lanka,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,10.0,18.0,28.0,44.0,51.0,60.0,73.0,77.0,82.0,97.0,102.0,102.0,106.0,106.0,113.0,117.0,122.0,143.0,146.0,151.0,159.0,166.0,176.0,178.0,185.0,189.0,190.0,190.0,198.0,210.0,217.0,233.0,238.0,238.0,244.0
140,Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,7.0,7.0,8.0,10.0,10.0,12.0,12.0,14.0,14.0,15.0,17.0,19.0,19.0,29.0,32.0,32.0,32.0,33.0
141,Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
142,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,12.0,14.0,15.0,21.0,35.0,94.0,101.0,161.0,203.0,248.0,355.0,500.0,599.0,814.0,961.0,1022.0,1103.0,1190.0,1279.0,1439.0,1639.0,1763.0,1934.0,2046.0,2286.0,2526.0,2840.0,3069.0,3447.0,3700.0,4028.0,4435.0,4947.0,5568.0,6131.0,6443.0,6830.0,7206.0,7693.0,8419.0,9141.0,9685.0,10151.0,10483.0,10948.0,11445.0,11927.0,12540.0,13216.0
